date,district,disaster_type,severity,affected_population,economic_loss_usd
2001-10-24,Kamonyi,Earthquake,Medium,1346,409339
2001-10-25,Huye,Drought,Medium,2549,743673
2001-10-27,Kirehe,Earthquake,Severe,116,3477
2001-10-27,Nyanza,Earthquake,Low,1402,712982
2001-10-28,Gatsibo,Landslide,High,3317,927957
2001-10-28,Gasabo,Flood,Medium,706,826819
2001-10-30,Kamonyi,Landslide,High,2434,862071
2001-10-30,Burera,Drought,High,1573,35466
2001-10-31,Gatsibo,Storm,Low,3708,843101
2001-10-31,Nyamasheke,Landslide,Severe,197,975646
2001-11-02,Gisagara,Storm,High,1028,442227
2001-11-02,Nyabihu,Landslide,Low,4818,701272
2001-11-07,Gisagara,Drought,Medium,4806,955431
2001-11-07,Ngororero,Earthquake,Severe,4501,822510
2001-11-12,Nyanza,Earthquake,Severe,1191,389084
2001-11-13,Gatsibo,Storm,Medium,2680,659467
2001-11-13,Ruhango,Storm,Medium,3797,805952
2001-11-17,Karongi,Flood,Severe,3848,771191
2001-11-17,Kamonyi,Landslide,Medium,4294,923422
2001-11-18,Nyagatare,Earthquake,Medium,321,884816
2001-11-20,Burera,Flood,High,1061,306067
2001-11-20,Gatsibo,Storm,High,2627,107806
2001-11-22,Rulindo,Landslide,Medium,681,497296
2001-11-22,Rusizi,Flood,Severe,3043,827261
2001-11-23,Rwamagana,Earthquake,High,1838,893732
2001-11-23,Nyaruguru,Earthquake,High,3330,51183
2001-11-24,Musanze,Earthquake,Medium,1137,481017
2001-11-24,Gisagara,Landslide,Medium,3894,453712
2001-11-25,Nyanza,Earthquake,Severe,4797,972632
2001-11-25,Rulindo,Storm,Severe,3969,655860
2001-11-26,Ngororero,Storm,Low,779,298612
2001-11-26,Huye,Earthquake,High,3618,587830
2001-11-27,Kamonyi,Landslide,Severe,138,729222
2001-11-30,Gicumbi,Landslide,Low,1756,227135
2001-11-30,Bugesera,Storm,Low,2184,509016
2001-12-01,Rwamagana,Flood,Severe,4970,640010
2001-12-02,Karongi,Earthquake,Medium,2083,108107
2001-12-02,Nyamagabe,Storm,Low,4183,53203
2001-12-05,Gisagara,Earthquake,High,3614,148119
2001-12-07,Kicukiro,Storm,Medium,127,616769
2001-12-07,Rulindo,Flood,Severe,4643,680107
2001-12-10,Kayonza,Flood,High,2415,550747
2001-12-10,Kicukiro,Earthquake,Low,3528,704954
2001-12-11,Huye,Storm,Severe,3119,138885
2001-12-12,Gisagara,Flood,High,1294,352293
2001-12-12,Huye,Drought,Severe,1476,140766
2001-12-13,Bugesera,Drought,Severe,1088,529849
2001-12-13,Rutsiro,Drought,High,1004,476747
2001-12-14,Nyabihu,Earthquake,Medium,1931,261933
2001-12-15,Nyagatare,Landslide,Medium,3373,44831
2001-12-15,Rwamagana,Storm,Severe,4272,258404
2001-12-16,Burera,Earthquake,Medium,3223,333125
2001-12-16,Rulindo,Storm,Severe,4535,531356
2001-12-17,Ruhango,Flood,High,2516,21265
2001-12-17,Huye,Storm,Low,2584,84323
2001-12-19,Nyaruguru,Storm,Medium,4285,182770
2001-12-20,Rwamagana,Storm,Low,3033,868531
2001-12-20,Nyaruguru,Flood,High,196,108859
2001-12-22,Gatsibo,Flood,Low,3016,551775
2001-12-23,Nyagatare,Earthquake,Medium,3373,507391
2001-12-24,Nyaruguru,Flood,Severe,4421,742892
2001-12-24,Nyanza,Flood,Medium,564,92667
2001-12-25,Nyarugenge,Flood,Severe,438,196487
2001-12-26,Kicukiro,Storm,Severe,4134,475510
2001-12-26,Kamonyi,Storm,High,3673,507162
2001-12-27,Musanze,Storm,Low,1920,868057
2001-12-28,Rubavu,Drought,Medium,1502,955235
2001-12-28,Nyarugenge,Landslide,Low,1037,588057
2001-12-29,Gakenke,Landslide,Low,1542,425596
2001-12-30,Ruhango,Flood,Severe,892,450674
2001-12-30,Rwamagana,Landslide,Medium,2719,569400
2001-12-31,Rutsiro,Earthquake,Medium,3775,93428
2001-12-31,Nyamagabe,Drought,High,514,559040
2002-01-05,Rutsiro,Landslide,Low,2096,686168
2002-01-07,Rubavu,Flood,Low,4489,940805
2002-01-09,Gakenke,Landslide,Low,2979,520446
2002-01-12,Gatsibo,Earthquake,Medium,4190,139222
2002-01-13,Ruhango,Earthquake,High,367,548575
2002-01-14,Rutsiro,Drought,Medium,3906,516247
2002-01-17,Nyaruguru,Earthquake,High,2158,208461
2002-01-20,Gicumbi,Storm,High,498,480727
2002-01-22,Nyamagabe,Storm,Low,3128,36550
2002-01-24,Huye,Flood,Severe,2557,663948
2002-01-25,Nyamasheke,Earthquake,Severe,2829,374901
2002-01-27,Kirehe,Flood,Medium,1652,242602
2002-01-28,Gisagara,Earthquake,Severe,1761,332443
2002-01-29,Kirehe,Storm,Low,51,147797
2002-01-30,Kayonza,Drought,High,3560,476463
2002-01-31,Musanze,Drought,Severe,4933,713782
2002-02-05,Gakenke,Drought,High,2050,467295
2002-02-07,Gakenke,Drought,Medium,586,332504
2002-02-08,Gicumbi,Storm,Severe,2079,84474
2002-02-09,Ngoma,Landslide,Low,539,795922
2002-02-10,Rwamagana,Landslide,Low,2482,222251
2002-02-14,Bugesera,Storm,Medium,525,874501
2002-02-16,Ngoma,Landslide,Medium,2102,470131
2002-02-17,Nyanza,Earthquake,Low,2402,580567
2002-02-24,Nyamagabe,Drought,Severe,3949,228569
2002-03-03,Rulindo,Drought,Severe,1414,379309
2002-03-03,Kayonza,Earthquake,Low,1047,911504
2002-03-04,Musanze,Landslide,Severe,4199,60555
2002-03-06,Musanze,Storm,High,4919,15674
2002-03-06,Musanze,Storm,Low,2411,551313
2002-03-07,Rwamagana,Earthquake,High,862,108418
2002-03-08,Nyamasheke,Earthquake,Severe,1719,294914
2002-03-08,Huye,Earthquake,Low,3578,108323
2002-03-09,Ngoma,Flood,High,2055,597593
2002-03-10,Nyagatare,Flood,Severe,3339,278900
2002-03-10,Ngororero,Earthquake,Severe,3604,682315
2002-03-11,Nyamagabe,Landslide,High,1009,431180
2002-03-12,Rusizi,Earthquake,Severe,2548,996996
2002-03-13,Nyaruguru,Drought,Medium,1992,106995
2002-03-13,Nyamagabe,Earthquake,Medium,3350,433984
2002-03-14,Nyabihu,Landslide,High,354,877761
2002-03-14,Gasabo,Drought,Severe,4134,622516
2002-03-15,Huye,Earthquake,High,2416,863514
2002-03-16,Gisagara,Earthquake,Low,3731,350677
2002-03-17,Nyamagabe,Drought,High,4763,847537
2002-03-18,Gasabo,Drought,Medium,863,532292
2002-03-18,Muhanga,Flood,Low,1586,281539
2002-03-19,Gakenke,Flood,Severe,3920,245093
2002-03-19,Gakenke,Flood,High,2375,156430
2002-03-20,Muhanga,Landslide,High,4794,51444
2002-03-20,Nyaruguru,Storm,Low,1223,753974
2002-03-21,Burera,Storm,Medium,2288,56220
2002-03-22,Gatsibo,Earthquake,Severe,2332,496526
2002-03-22,Kayonza,Drought,Severe,1336,798344
2002-03-23,Rwamagana,Storm,Medium,1177,882893
2002-03-24,Nyaruguru,Drought,Low,2493,763261
2002-03-25,Musanze,Flood,Low,1647,819725
2002-03-27,Rusizi,Flood,High,4570,262648
2002-03-27,Kamonyi,Drought,Severe,1672,219562
2002-03-28,Gasabo,Landslide,Low,1123,715877
2002-03-29,Muhanga,Flood,Low,477,850074
2002-03-29,Gisagara,Landslide,High,1203,512341
2002-03-30,Gatsibo,Landslide,Medium,907,848274
2002-03-30,Kayonza,Storm,Medium,2207,35359
2002-03-31,Gasabo,Storm,Medium,3807,549440
2002-03-31,Gakenke,Flood,Severe,4795,907017
2002-04-01,Gisagara,Storm,Low,1522,868907
2002-04-02,Nyagatare,Earthquake,Severe,2195,386312
2002-04-02,Nyagatare,Landslide,Low,2594,159718
2002-04-03,Burera,Landslide,High,1160,418622
2002-04-03,Burera,Earthquake,Severe,4049,645458
2002-04-04,Nyabihu,Storm,Low,4541,395191
2002-04-04,Kirehe,Flood,Medium,4586,418005
2002-04-06,Nyaruguru,Storm,Severe,2644,465792
2002-04-06,Rutsiro,Earthquake,Medium,4468,89798
2002-04-08,Gasabo,Earthquake,High,4989,391234
2002-04-09,Nyarugenge,Storm,High,1792,277782
2002-04-09,Gakenke,Storm,Medium,4068,323162
2002-04-11,Huye,Flood,Low,4908,221845
2002-04-16,Kicukiro,Landslide,Severe,3169,589626
2002-04-17,Nyamagabe,Flood,Low,4808,843862
2002-04-18,Musanze,Earthquake,Low,2865,842390
2002-04-19,Karongi,Earthquake,Severe,4386,813117
2002-04-21,Karongi,Drought,Low,2660,509584
2002-04-22,Kicukiro,Drought,High,3700,569270
2002-04-23,Ngoma,Storm,High,2338,217380
2002-04-24,Nyagatare,Flood,Low,2565,71226
2002-04-24,Rulindo,Storm,Severe,2111,475866
2002-04-26,Kayonza,Drought,Severe,2113,60468
2002-04-27,Musanze,Drought,Severe,1424,131214
2002-04-27,Kamonyi,Drought,Medium,2844,810932
2002-04-28,Ngororero,Landslide,Low,3518,329655
2002-04-29,Rutsiro,Drought,Low,1395,403929
2002-04-30,Kayonza,Landslide,Low,1740,581485
2002-05-01,Ruhango,Landslide,High,3362,368381
2002-05-03,Nyarugenge,Flood,Severe,3418,508656
2002-05-05,Kamonyi,Flood,Severe,938,347519
2002-05-05,Ruhango,Storm,Medium,525,795240
2002-05-09,Nyamasheke,Storm,Low,611,103173
2002-05-09,Ruhango,Earthquake,Severe,308,42422
2002-05-10,Kayonza,Flood,Severe,496,213555
2002-05-10,Muhanga,Storm,Medium,2519,434747
2002-05-12,Muhanga,Earthquake,Severe,2783,513958
2002-05-12,Karongi,Flood,High,2403,688192
2002-05-14,Rutsiro,Drought,Medium,4852,681535
2002-05-14,Nyagatare,Landslide,Severe,3339,580987
2002-05-15,Kayonza,Landslide,Medium,2769,143034
2002-05-15,Nyagatare,Landslide,High,592,339235
2002-05-17,Gicumbi,Storm,Medium,1549,411654
2002-05-17,Nyagatare,Earthquake,Severe,4029,982487
2002-05-20,Kicukiro,Earthquake,Low,2564,132746
2002-05-20,Bugesera,Landslide,Low,2736,76727
2002-05-21,Nyaruguru,Landslide,Severe,1228,584773
2002-05-21,Rutsiro,Storm,Low,3798,573300
2002-05-22,Musanze,Drought,Severe,1632,422045
2002-05-22,Huye,Storm,Low,1707,808683
2002-05-23,Karongi,Drought,High,1055,651268
2002-05-23,Rulindo,Storm,Low,1991,349797
2002-05-24,Kicukiro,Earthquake,High,4961,715616
2002-05-24,Nyanza,Flood,High,96,476077
2002-05-25,Kamonyi,Flood,Low,1528,504929
2002-05-26,Muhanga,Storm,Severe,563,599745
2002-05-26,Burera,Storm,Severe,2515,355625
2002-05-27,Kirehe,Flood,Medium,2565,913315
2002-05-29,Rubavu,Storm,High,1402,783447
2002-05-31,Nyabihu,Earthquake,Severe,4203,65719
2002-05-31,Nyabihu,Landslide,High,2324,17492
2002-06-05,Rubavu,Earthquake,Severe,3116,489307
2002-06-06,Gisagara,Drought,Low,2796,414768
2002-06-07,Ruhango,Drought,Medium,2849,831816
2002-06-11,Nyanza,Flood,Low,3525,215911
2002-06-12,Nyabihu,Flood,Severe,172,382762
2002-06-13,Ngororero,Earthquake,High,2865,126175
2002-06-14,Musanze,Storm,Low,3121,887302
2002-06-15,Bugesera,Earthquake,Medium,1603,701780
2002-06-16,Ngororero,Flood,High,383,327840
2002-06-18,Gasabo,Earthquake,Severe,4231,230554
2002-06-21,Kayonza,Earthquake,Low,3388,34073
2002-06-22,Rusizi,Storm,Medium,3895,320764
2002-06-23,Rulindo,Drought,Severe,2263,382535
2002-06-24,Muhanga,Storm,High,1450,169049
2002-06-25,Rulindo,Flood,Severe,4094,57234
2002-06-26,Ngoma,Storm,Severe,4923,776741
2002-06-27,Ngororero,Landslide,Severe,128,970129
2002-06-28,Burera,Drought,High,3248,141620
2002-06-29,Musanze,Storm,High,651,348494
2002-06-30,Nyarugenge,Landslide,Medium,114,136237
2002-07-01,Rwamagana,Drought,Low,2525,396776
2002-07-02,Gakenke,Landslide,High,4298,244576
2002-07-03,Gakenke,Drought,High,4748,618565
2002-07-04,Karongi,Earthquake,High,508,70102
2002-07-05,Gakenke,Storm,Medium,975,228600
2002-07-07,Rulindo,Drought,High,1981,819839
2002-07-08,Nyaruguru,Drought,Medium,2543,674221
2002-07-09,Muhanga,Landslide,Low,1402,5114
2002-07-11,Kicukiro,Storm,High,540,674069
2002-07-13,Huye,Drought,High,2795,767752
2002-07-14,Rutsiro,Flood,High,3374,585526
2002-07-15,Gasabo,Drought,Medium,2885,501819
2002-07-16,Rubavu,Flood,Low,2955,979423
2002-07-18,Ngororero,Drought,High,4845,837244
2002-07-19,Kirehe,Drought,Severe,2266,591532
2002-07-20,Ngoma,Earthquake,High,2208,795814
2002-07-23,Karongi,Landslide,Severe,3218,322068
2002-07-24,Nyamagabe,Flood,Low,4771,558469
2002-07-26,Nyabihu,Flood,Medium,2739,727040
2002-07-27,Rusizi,Flood,High,4093,102239
2002-07-30,Nyanza,Flood,Severe,2586,318543
2002-08-01,Rwamagana,Earthquake,High,1660,861053
2002-08-03,Rulindo,Flood,Low,2943,785215
2002-08-05,Kicukiro,Landslide,Severe,4591,209363
2002-08-06,Bugesera,Drought,High,3636,900623
2002-08-08,Nyamagabe,Storm,High,4652,412516
2002-08-09,Musanze,Drought,High,2960,481517
2002-08-12,Huye,Earthquake,Severe,3022,762428
2002-08-16,Ruhango,Earthquake,Medium,2967,24269
2002-08-21,Bugesera,Landslide,Medium,2683,686165
2002-08-25,Rulindo,Landslide,Medium,3327,711649
2002-08-28,Kicukiro,Flood,Medium,455,635909
2002-08-29,Bugesera,Drought,High,3932,815577
2002-08-30,Nyanza,Landslide,Medium,2436,848634
2002-08-31,Nyagatare,Drought,Severe,1569,231814
2002-09-01,Gasabo,Earthquake,Severe,270,691455
2002-09-01,Nyanza,Flood,Medium,2428,910071
2002-09-02,Rwamagana,Earthquake,Medium,2039,613275
2002-09-03,Rusizi,Drought,Severe,3466,210883
2002-09-03,Rulindo,Flood,Severe,3762,295728
2002-09-05,Rulindo,Flood,Low,2477,536326
2002-09-05,Gatsibo,Storm,Low,2244,575490
2002-09-08,Nyarugenge,Earthquake,Low,2663,351370
2002-09-09,Nyagatare,Flood,High,1102,937965
2002-09-09,Kicukiro,Landslide,Medium,2308,653450
2002-09-10,Ngororero,Earthquake,Low,2092,599700
2002-09-11,Kayonza,Storm,High,930,604241
2002-09-11,Bugesera,Earthquake,Medium,3953,483103
2002-09-12,Nyaruguru,Storm,Severe,547,138817
2002-09-12,Musanze,Flood,Medium,2569,303268
2002-09-14,Nyagatare,Earthquake,Medium,461,238960
2002-09-14,Nyamasheke,Flood,Low,1142,994517
2002-09-15,Muhanga,Drought,Medium,3221,959396
2002-09-15,Nyanza,Drought,Medium,1176,612890
2002-09-16,Musanze,Storm,High,111,709995
2002-09-16,Rutsiro,Landslide,Severe,2365,987673
2002-09-17,Gicumbi,Landslide,Severe,3529,562497
2002-09-17,Rusizi,Landslide,High,3981,532670
2002-09-18,Burera,Drought,Medium,3533,149552
2002-09-19,Gisagara,Drought,Low,2078,678415
2002-09-20,Muhanga,Earthquake,Medium,1747,341687
2002-09-22,Gicumbi,Storm,Medium,3592,50598
2002-09-22,Nyabihu,Drought,High,949,276067
2002-09-24,Burera,Flood,High,1896,439590
2002-09-25,Gatsibo,Landslide,Severe,3386,117558
2002-09-26,Nyarugenge,Flood,Medium,2729,979847
2002-09-26,Gakenke,Drought,Low,3069,609431
2002-09-28,Rutsiro,Earthquake,High,1444,319753
2002-09-28,Rulindo,Landslide,High,4552,366297
2002-09-29,Gicumbi,Flood,Severe,106,300077
2002-09-29,Rubavu,Earthquake,Severe,4535,402490
2002-09-30,Karongi,Landslide,High,3071,129680
2002-09-30,Kamonyi,Drought,Severe,3262,402762
2002-10-01,Kayonza,Drought,Medium,1683,567150
2002-10-01,Rutsiro,Storm,Severe,2204,601542
2002-10-02,Gisagara,Flood,High,597,225426
2002-10-05,Nyagatare,Landslide,High,934,796008
2002-10-08,Rusizi,Landslide,Medium,2795,326855
2002-10-09,Nyagatare,Flood,Medium,2031,301546
2002-10-10,Kayonza,Storm,Severe,2669,128394
2002-10-11,Bugesera,Earthquake,Medium,3694,527323
2002-10-11,Gakenke,Earthquake,Severe,3230,790588
2002-10-12,Nyarugenge,Storm,Low,459,330848
2002-10-13,Huye,Flood,Low,2447,836444
2002-10-13,Rusizi,Earthquake,Severe,1636,255792
2002-10-15,Nyamagabe,Earthquake,Severe,882,827518
2002-10-16,Nyamagabe,Flood,Medium,4198,323174
2002-10-17,Kicukiro,Flood,Medium,860,929152
2002-10-18,Ngororero,Earthquake,Medium,3562,563141
2002-10-18,Nyaruguru,Earthquake,Medium,2186,580912
2002-10-19,Nyanza,Flood,Low,505,839171
2002-10-20,Gatsibo,Storm,Low,4187,319199
2002-10-21,Nyaruguru,Earthquake,High,2698,189049
2002-10-21,Bugesera,Landslide,Low,4376,528159
2002-10-22,Rwamagana,Earthquake,Medium,2008,681386
2002-10-22,Ngororero,Landslide,Severe,1346,354270
2002-10-23,Nyamagabe,Earthquake,Severe,195,288646
2002-10-26,Bugesera,Flood,Low,2949,19392
2002-10-27,Gakenke,Earthquake,Severe,3528,506302
2002-10-28,Rutsiro,Flood,Medium,1330,341494
2002-11-03,Nyagatare,Storm,High,3766,527070
2002-11-03,Nyamasheke,Storm,Low,1589,590696
2002-11-04,Gatsibo,Landslide,Medium,2188,835446
2002-11-05,Ngoma,Flood,Severe,1377,159934
2002-11-05,Rubavu,Storm,Severe,4573,194025
2002-11-07,Kayonza,Drought,Severe,327,588856
2002-11-09,Kicukiro,Landslide,Medium,1815,933867
2002-11-09,Huye,Earthquake,High,2613,160475
2002-11-10,Kicukiro,Storm,Severe,2853,613598
2002-11-10,Nyanza,Landslide,Severe,760,489467
2002-11-11,Bugesera,Earthquake,Severe,289,585190
2002-11-11,Ngoma,Storm,Medium,2320,151495
2002-11-12,Kamonyi,Earthquake,Low,1664,649363
2002-11-12,Kicukiro,Storm,Low,2763,463315
2002-11-14,Muhanga,Drought,Severe,2977,658956
2002-11-14,Bugesera,Drought,Medium,1419,18259
2002-11-16,Karongi,Storm,Severe,228,486297
2002-11-16,Rubavu,Drought,Severe,1068,158518
2002-11-18,Kirehe,Earthquake,Severe,3741,585325
2002-11-18,Nyaruguru,Flood,Medium,715,686505
2002-11-22,Rutsiro,Landslide,Severe,3388,833051
2002-11-23,Musanze,Storm,Medium,3424,561527
2002-11-23,Burera,Earthquake,High,3142,519418
2002-11-24,Nyabihu,Landslide,High,721,295699
2002-11-27,Kayonza,Drought,Low,4078,683452
2002-11-28,Bugesera,Flood,High,3736,890115
2002-11-28,Burera,Earthquake,Medium,2190,947403
2002-11-29,Karongi,Flood,Severe,3717,254007
2002-11-29,Gasabo,Earthquake,Severe,4762,887951
2002-12-02,Kicukiro,Landslide,Medium,1993,18441
2002-12-02,Nyamasheke,Drought,Low,674,555966
2002-12-03,Rusizi,Storm,Low,1602,30232
2002-12-04,Ngororero,Flood,Low,4238,921689
2002-12-04,Ngoma,Earthquake,Severe,2627,909118
2002-12-05,Nyamagabe,Drought,High,303,518378
2002-12-07,Nyaruguru,Landslide,High,668,676603
2002-12-07,Kayonza,Drought,Severe,3689,667065
2002-12-08,Nyagatare,Earthquake,Severe,3607,997956
2002-12-10,Gicumbi,Landslide,Medium,1547,105028
2002-12-11,Kayonza,Landslide,Low,3742,158698
2002-12-11,Ngororero,Landslide,Severe,3608,157937
2002-12-16,Gatsibo,Flood,High,4805,539731
2002-12-16,Kicukiro,Landslide,Severe,3447,203104
2002-12-19,Gasabo,Storm,Severe,866,273360
2002-12-20,Nyamagabe,Earthquake,Severe,2138,104231
2002-12-20,Rusizi,Drought,Low,810,288643
2002-12-21,Nyabihu,Earthquake,Low,4731,552560
2002-12-21,Kayonza,Flood,Medium,3758,856917
2002-12-22,Gicumbi,Earthquake,High,3479,417813
2002-12-22,Nyamasheke,Earthquake,Low,2620,132446
2002-12-23,Kamonyi,Earthquake,Severe,2588,342062
2002-12-24,Kayonza,Flood,Medium,1999,418709
2002-12-25,Gisagara,Storm,Severe,91,427125
2002-12-25,Huye,Earthquake,Medium,3248,842620
2002-12-30,Bugesera,Flood,Medium,2039,730903
2002-12-30,Gicumbi,Drought,Low,1739,100095
2002-12-31,Nyagatare,Storm,High,1339,840806
2002-12-31,Kicukiro,Drought,Severe,3740,465195
2003-01-02,Rwamagana,Drought,High,2603,916687
2003-01-03,Burera,Earthquake,Low,2711,116619
2003-01-04,Nyarugenge,Earthquake,High,2275,930572
2003-01-07,Rusizi,Flood,Medium,2670,834581
2003-01-08,Ngoma,Landslide,Medium,4917,704266
2003-01-09,Gisagara,Storm,High,4220,48357
2003-01-11,Nyaruguru,Earthquake,Low,2264,974079
2003-01-12,Kirehe,Earthquake,Low,1109,990680
2003-01-13,Nyabihu,Landslide,High,121,410406
2003-01-14,Nyamagabe,Drought,Severe,598,23668
2003-01-15,Ruhango,Earthquake,High,384,275073
2003-01-17,Nyarugenge,Drought,Medium,2020,370973
2003-01-20,Gatsibo,Landslide,Low,784,919655
2003-01-22,Gicumbi,Landslide,Low,430,587389
2003-01-24,Burera,Flood,Medium,3120,62639
2003-01-25,Gisagara,Drought,Severe,2775,605398
2003-01-26,Gakenke,Flood,Low,156,670930
2003-02-02,Muhanga,Storm,Medium,3467,782379
2003-02-07,Kicukiro,Drought,Severe,748,65834
2003-02-09,Ruhango,Drought,Medium,2655,813348
2003-02-10,Nyanza,Earthquake,Severe,4712,509699
2003-02-11,Nyarugenge,Flood,Medium,2890,885470
2003-02-15,Kicukiro,Flood,Severe,1405,639182
2003-02-17,Gicumbi,Flood,Medium,279,199774
2003-02-18,Ngororero,Flood,Low,3466,345968
2003-02-19,Ngororero,Storm,Severe,1194,572115
2003-02-22,Rutsiro,Drought,High,1753,797284
2003-02-23,Ruhango,Flood,Medium,4804,911254
2003-02-25,Ruhango,Storm,Low,1647,192820
2003-03-01,Gisagara,Flood,High,4837,926656
2003-03-06,Gisagara,Earthquake,Medium,1083,488846
2003-03-07,Kamonyi,Landslide,Low,4672,248256
2003-03-09,Ruhango,Landslide,Medium,4079,599115
2003-03-12,Nyagatare,Drought,Low,3366,798622
2003-03-13,Gasabo,Landslide,High,1882,786121
2003-03-13,Gakenke,Flood,High,1877,282613
2003-03-15,Rusizi,Drought,Medium,4460,273420
2003-03-17,Nyamasheke,Storm,Medium,2323,430945
2003-03-17,Bugesera,Storm,Medium,977,243940
2003-03-18,Rusizi,Landslide,Medium,482,734517
2003-03-21,Kirehe,Storm,High,4576,907725
2003-03-21,Ngoma,Flood,Low,1132,870787
2003-03-24,Kayonza,Landslide,Low,4734,218748
2003-03-24,Rutsiro,Flood,High,2656,127195
2003-03-25,Nyamasheke,Landslide,Low,1332,795984
2003-03-25,Karongi,Storm,Severe,2747,403458
2003-03-30,Rulindo,Landslide,High,1805,857119
2003-03-31,Gicumbi,Landslide,Medium,3813,950204
2003-04-03,Burera,Storm,Severe,3830,130073
2003-04-04,Musanze,Storm,Low,3903,994954
2003-04-05,Musanze,Earthquake,Severe,2120,39835
2003-04-05,Ngororero,Drought,High,4765,47311
2003-04-06,Rubavu,Drought,High,4994,345773
2003-04-08,Nyaruguru,Landslide,Low,1020,999165
2003-04-10,Kayonza,Storm,Severe,1079,925627
2003-04-11,Huye,Storm,Low,3741,214683
2003-04-11,Gasabo,Landslide,Low,4561,495234
2003-04-13,Nyamasheke,Flood,Low,4777,81612
2003-04-13,Nyamagabe,Storm,Medium,1387,682145
2003-04-14,Gicumbi,Drought,High,880,827504
2003-04-15,Rwamagana,Drought,Low,3986,997039
2003-04-18,Nyaruguru,Drought,Severe,3224,47105
2003-04-18,Gakenke,Earthquake,High,608,424402
2003-04-19,Kamonyi,Landslide,Medium,2552,750075
2003-04-19,Bugesera,Flood,Low,4763,374554
2003-04-20,Gakenke,Storm,Low,3074,389208
2003-04-20,Musanze,Flood,Medium,3149,176417
2003-04-21,Kayonza,Landslide,Severe,1129,134954
2003-04-22,Rwamagana,Earthquake,Severe,4987,714407
2003-04-22,Rusizi,Drought,High,2320,465615
2003-04-25,Burera,Earthquake,Medium,4523,865253
2003-04-27,Gicumbi,Flood,Medium,2470,513390
2003-04-27,Rusizi,Storm,Medium,3554,487608
2003-04-29,Kayonza,Earthquake,High,3414,161779
2003-04-30,Rwamagana,Drought,High,72,610069
2003-04-30,Rutsiro,Earthquake,High,4370,422922
2003-05-01,Gisagara,Landslide,Severe,155,364030
2003-05-05,Rubavu,Landslide,Low,1688,473123
2003-05-07,Rusizi,Flood,Severe,4873,887320
2003-05-09,Nyamasheke,Drought,Low,4648,711411
2003-05-11,Nyamasheke,Landslide,Medium,2004,778266
2003-05-12,Nyaruguru,Landslide,Medium,1731,787072
2003-05-13,Gasabo,Drought,Medium,1190,568261
2003-05-14,Nyagatare,Storm,High,1122,268204
2003-05-14,Rulindo,Drought,Low,2558,53491
2003-05-15,Gatsibo,Earthquake,Low,551,741332
2003-05-15,Kicukiro,Flood,Low,913,174499
2003-05-17,Nyanza,Drought,Severe,3526,301764
2003-05-19,Nyarugenge,Storm,Severe,258,144743
2003-05-19,Gicumbi,Drought,Severe,2218,144640
2003-05-20,Nyamasheke,Drought,High,2007,375011
2003-05-21,Ngoma,Landslide,Severe,1350,649606
2003-05-22,Rubavu,Landslide,Low,676,457468
2003-05-22,Ruhango,Storm,Medium,4888,137066
2003-05-24,Rutsiro,Earthquake,Low,3307,853311
2003-05-24,Nyamagabe,Earthquake,Severe,165,698811
2003-05-25,Muhanga,Earthquake,Medium,1459,33254
2003-05-25,Musanze,Landslide,Low,4472,933630
2003-05-27,Nyanza,Flood,Medium,4466,258988
2003-05-27,Gakenke,Storm,Severe,291,546268
2003-05-28,Gicumbi,Flood,High,2001,140730
2003-05-28,Burera,Earthquake,Low,3998,186634
2003-05-29,Nyanza,Drought,Medium,2093,568379
2003-05-29,Nyamagabe,Storm,Low,2955,293864
2003-05-31,Gicumbi,Landslide,Low,4306,165557
