district,sector,latitude,longitude,soil_type,flood_count_5yr,flash_flood_count_5yr,riverine_flood_count_5yr,landslide_count_5yr,mudslide_count_5yr,drought_months_5yr,severe_storm_count_5yr,windstorm_count_5yr,hailstorm_count_5yr,lightning_strike_count_5yr,earthquake_count_5yr,forest_fire_count_5yr,epidemic_outbreak_count_5yr,casualties_5yr,displaced_people_5yr,damaged_buildings_5yr,damaged_crops_hectares_5yr,infrastructure_damage_count_5yr,annual_rainfall_mm,max_daily_rainfall_mm,dry_season_length_days,extreme_heat_days_per_year,extreme_rainfall_days_per_year,elevation_m,slope_degree,distance_to_water_km,soil_erosion_risk_index,vegetation_cover_percentage,population_density,infrastructure_index,emergency_resources_score,early_warning_systems_score,healthcare_access_score,poverty_index,historical_damage_usd
Nyamagabe,Nkomane,-2.4567,29.5567,Sandy loam,3,5,1,4,2,0,5,4,2,14,1,0,1,28,456,139,272,64,734.6255858848035,110.34003731066151,92.28036140476632,39,14,2451.7980934198163,7.979588103140101,4.408765446713408,32.299052896180626,70.66012248963959,821.1076718269065,41.96964917576332,39.33515602427192,27.05958142382155,45.5136197455335,55.69354917082782,26669.760305043506
Nyamagabe,Tare,-2.4678,29.5678,Clay loam,2,1,3,4,0,2,1,1,4,6,3,1,1,44,58,109,209,14,660.3792150141364,57.055957487218656,117.99791971599304,11,10,2419.1672610049764,12.65090545657143,5.623671926036831,42.983167733917526,27.38233350808911,1000.4516568780529,43.618651884169395,34.5256396327798,57.52412555999222,59.855658754382546,19.59219832713684,65771.70996646113
Nyamagabe,Gasaka,-2.4789,29.5789,Loam,5,3,1,3,1,4,8,3,5,14,4,0,2,21,184,61,165,32,835.4710906155441,81.26680698974928,107.912357596423,15,10,2509.215658518391,8.755350165805456,7.21692562650437,21.870448695505242,88.08438956319566,882.2058268752926,51.871616506329424,87.93518365026483,41.97242758987109,51.31231336482942,49.51478023374506,29200.606737623188
Nyamagabe,Uwinkingi,-2.4234,29.5567,Sandy clay,1,1,2,3,0,0,5,8,1,11,3,0,1,25,412,133,126,43,976.2319737962415,33.17568980708191,86.68535361472885,22,25,2519.5266427585543,17.723401702899373,7.624930306678218,30.571556352699254,66.7698699961958,692.6699321557312,41.17657403071845,51.7607156672004,75.7638569715796,72.23651070733348,42.881058494188494,114326.7014273073
Nyamagabe,Rugano,-2.4456,29.5678,Clay,0,0,1,3,1,0,6,1,1,13,1,1,2,13,217,121,99,78,659.0957458936737,24.41644910654965,112.69727203384207,29,23,2464.4824418689886,9.188460614830909,6.924020537040246,31.2129859297456,87.04547421816102,1188.913004351506,39.801865826057636,42.364257652315864,44.53534340041715,62.691684107681006,63.77625739953409,114756.99874514213
Ruhango,Bweramana,-2.2234,29.7567,Clay loam,5,0,2,1,1,2,3,9,4,8,1,0,1,29,979,29,261,58,908.7226404009375,11.2853140410961,112.66244935107082,10,20,2148.3634819544673,12.395118207561406,4.331222784951063,23.444354434880317,87.76477130315247,1060.0217237596432,68.8423010360111,70.58622407779592,46.77377664568922,56.102383860615,30.204282003706894,4755.770836385134
Ruhango,Byimana,-2.2456,29.7678,Sandy clay,0,0,0,0,1,3,4,7,5,13,1,0,2,40,624,181,247,39,691.5571536109574,46.4409671248317,119.6465220994837,41,13,2227.1149440223435,15.79100406125888,8.699233011329953,38.15818108721726,6.58528562325202,742.6582431443987,68.48833551306264,49.71634637195292,75.50415725059175,64.22528476732037,36.36709119726475,57088.73160491303
Ruhango,Kabagari,-2.2567,29.7789,Loam,0,4,1,2,0,2,1,7,5,8,2,0,0,22,506,147,192,66,922.9426067605934,85.67489199728881,74.52516396312755,17,26,2201.100608098086,17.523956285458723,4.804137315359309,26.800120392188173,36.06004007644661,573.2936810199584,37.35844234810931,72.22439418839438,75.84604184401418,47.48041371287145,54.905656762068205,-14206.83061045986
Ruhango,Kinazi,-2.2678,29.7567,Clay,0,0,0,1,0,6,8,3,3,11,4,1,2,17,94,123,17,21,1121.0259802247647,121.33862003702568,104.75480208147887,47,17,2221.567350747635,13.068880148423576,5.059764873719551,8.02139673943508,19.12491143244776,1048.7425174942725,56.33738657730823,89.03524801429606,30.802852941731253,78.53929258885539,57.20289664108107,85280.28968462945
Ruhango,Kinihira,-2.2789,29.7678,Sandy loam,4,3,3,3,3,2,9,2,2,0,1,0,2,28,776,142,300,30,738.2377579379363,100.7720556874209,74.09547636489656,18,17,2242.3635285427026,13.21794249349156,6.3416591445381885,19.097058238018388,88.060376019632,1098.7631485820568,50.38729352856932,52.77158214664311,56.497929478330455,62.383101908762576,27.204517576696162,148786.1199941453
Ruhango,Mbuye,-2.2234,29.7789,Clay loam,0,0,0,3,2,2,10,8,0,3,4,1,2,21,974,45,237,86,627.2316483329273,66.01556786225903,100.48056414369826,27,12,2266.1641782729866,11.012222430660447,4.429089392419724,31.610090253249084,68.33196728320529,1164.4207758048472,37.798862581798815,81.85951031306459,36.08711544215702,66.26296838372258,41.282930733344735,14106.014689294941
Ruhango,Mwendo,-2.2456,29.7567,Sandy clay,4,0,2,2,3,0,4,0,0,7,2,0,1,35,879,107,247,35,639.5332835335118,123.31301893879412,102.59058019562619,11,23,2171.5016106964495,12.928697412106349,7.435998737400206,19.949899399740374,78.18972693362055,810.7572319524933,55.51748518344456,81.59125161392478,30.343852571919477,65.99216382566289,29.355018124677233,30315.388908239904
Ruhango,Ntongwe,-2.2567,29.7678,Loam,3,1,0,0,1,4,3,9,6,1,4,0,2,7,821,95,254,10,485.722106071885,78.13357826260751,139.6971950759536,16,18,2191.029030338843,11.539501840260366,3.297153444668707,33.153052020351865,46.0985578519578,1542.483306134567,51.438520736874295,62.96275378239679,62.98809673623318,82.82079577060469,8.054230528745801,8280.803767004894
Ruhango,Ruhango,-2.2678,29.7789,Clay,3,3,0,3,1,2,3,1,0,14,3,0,1,18,158,155,89,5,941.5095146725332,108.08327313276249,94.13529070337815,49,16,2259.943267115659,9.324661788800212,7.650966046346449,48.044680277083415,37.19222751919372,1041.1792247963558,31.570396751065314,77.6683933842174,64.81319650189963,74.3060460421201,26.467741155154663,19992.351068064407
Ruhango,Byimana,-2.2789,29.7567,Sandy loam,6,4,1,4,1,2,2,9,5,2,0,0,0,24,352,160,60,19,484.51729387481157,115.14619844410277,111.98229531535873,43,14,2274.7931033946534,19.878258221939358,4.572127660606377,38.48689033956634,61.726336965374955,1041.6925958763004,67.37167286263262,118.44695505425001,53.514604462298564,54.160731197060755,22.424204856326174,60911.26423427342
Muhanga,Cyeza,-2.1234,29.7567,Clay,1,1,2,0,0,6,5,6,4,12,2,0,1,36,914,17,26,97,556.5450369514914,102.54510562592948,92.4240317625802,28,16,2089.1130097449945,13.713989835279147,5.090567840442402,49.43245470397585,65.07351440944939,1418.0428812391133,50.61146415440941,83.9171340237749,58.14420075954417,71.75900492557089,40.787532177380385,-8091.455454542418
Muhanga,Kabacuzi,-2.1456,29.7678,Sandy loam,0,1,3,4,0,0,4,6,5,14,4,0,1,27,815,80,140,53,797.1718141017541,74.6389188409363,91.94357001902739,36,21,2255.99713036962,16.40212409792121,3.132156658978273,37.22655845647447,42.803104432535264,1143.7307436470749,49.52436733390489,72.07495712701225,45.725234946992934,71.11374675665287,35.57308340515756,45659.830608633536
Muhanga,Kibangu,-2.1567,29.7789,Clay loam,3,3,3,3,2,2,6,7,4,6,0,0,1,9,34,4,204,61,509.1814007928948,92.34153342337544,116.94787138950193,29,23,2142.58466252189,10.090864403483426,5.174221118312674,22.43027395614455,39.2557623611546,771.5674938503133,37.7885967944617,81.93344103534422,75.97895088083332,53.90220450905069,30.265922170200696,53720.777249091705
Muhanga,Kiyumba,-2.1678,29.7567,Sandy clay,4,0,2,4,1,0,10,6,4,8,4,0,2,13,176,176,7,32,766.4689034986724,110.32423517936002,129.94125632146955,42,5,2185.402446075094,13.740790653749745,4.839068734609718,38.27596562767123,64.3787559927983,1465.8963319152208,65.3661046348935,74.05008679787782,65.47468423858851,50.63359947004217,57.936505765615095,145783.3936472647
Muhanga,Muhanga,-2.1789,29.7678,Loam,3,1,2,1,1,0,7,7,0,8,4,0,2,21,108,194,86,91,960.5142937214264,73.03609140120012,82.2883973383064,30,8,2105.129038745326,12.093477934393349,4.771174583983477,71.74456655009861,45.656354229680844,928.0579447118973,62.71495428724084,82.89378581964596,44.60655178740613,65.10014143989733,25.963908839658913,1815.6824298161664
Muhanga,Mushishiro,-2.1234,29.7789,Clay,0,3,1,2,0,3,2,5,0,7,2,0,0,21,513,20,169,23,945.2112932534126,76.72620803321195,123.29609818008677,14,15,2155.342062650042,18.619972121621053,4.2115849685253295,22.868835069320635,80.97672925638656,1246.5488387547023,69.59179710020484,40.55536713305951,58.49559603618723,73.2176806095382,46.32076822884763,161528.5940851429
Muhanga,Nyabinoni,-2.1456,29.7567,Sandy loam,6,1,2,2,0,1,1,1,3,13,3,0,0,41,640,55,88,67,789.6442039025281,32.87470607600127,102.19763619232778,22,26,2161.7490080240277,17.469188599913977,7.390158963475592,43.888619320768996,44.14039940209801,729.986576204532,79.11527724743134,65.95860290293489,47.50230085848114,54.4175130116499,38.74798340133727,48311.94365710432
Muhanga,Nyamabuye,-2.1567,29.7678,Clay loam,4,0,1,1,1,0,1,5,4,8,2,0,2,36,756,77,164,96,993.889535640576,107.35256054867742,118.03020516530545,32,12,2140.8261025001616,20.00609757031004,5.480841551075862,20.86227253959708,66.54845875474115,1258.2418108595023,27.987939585648345,56.8799239887842,32.6332107891873,50.64465872577164,57.310969572339886,112796.15441318072
Muhanga,Nyarusange,-2.1678,29.7789,Sandy clay,0,2,1,4,2,0,2,9,6,11,0,0,2,39,6,148,172,0,1116.029739392398,69.66725440482239,106.93236577806277,29,25,2169.2108372404823,4.304351953313525,1.6871879890033732,54.64744037057196,61.12252897752837,920.5438241546242,71.1931678957517,62.71354288733726,66.49775469376704,96.88696179446089,69.1794078161405,149107.59800695602
Muhanga,Rongi,-2.1789,29.7567,Loam,5,3,3,3,2,2,11,2,2,13,1,0,1,2,926,180,182,26,701.7254904760526,119.58556335563,82.88621905060663,37,14,2252.828849377892,11.099749247886542,4.953264123731672,17.917563641293157,54.76526376771282,901.1028228523489,34.3891230746584,91.35988900360842,61.30799120106812,79.40027737237828,62.83337907932112,42640.75907614805
Muhanga,Rugendabari,-2.1234,29.7678,Clay,3,2,2,0,1,4,5,3,2,13,2,0,0,8,692,54,163,37,815.3916696609294,30.523265826709874,109.69406729204891,12,6,2099.2138485866544,13.176847776168021,5.569603140408474,51.999049890604134,61.229225650553296,1306.3567417015117,56.32783214667757,56.35007321716681,74.84719498928419,68.08078036198897,57.21788132774588,67021.31920852789
Muhanga,Shyogwe,-2.1456,29.7789,Sandy loam,0,1,3,1,0,0,11,5,2,5,4,0,1,26,49,35,186,89,612.6074901747277,85.01499504915738,121.36188475700882,41,11,2206.887394339398,21.384620658423184,6.8159333526604415,71.37276749707124,30.071605211749606,948.6786757724254,26.05151288355617,72.48429720184544,29.572848285878234,72.08211760812931,36.87279008628359,74946.85017889232
Kamonyi,Gacurabwenge,-2.0234,29.7567,Clay loam,0,0,0,1,1,2,11,4,0,13,4,0,1,23,608,139,55,44,1107.6894464565044,82.07756176369344,100.67591124233473,42,24,2008.0841003776345,10.287429351874085,6.608365271371443,15.573280588951748,62.72837472053971,1596.698046020943,44.4310894225491,60.934299406992245,28.648092792145302,49.965430252368655,29.830231693465393,97459.65959395748
Kamonyi,Karama,-2.0456,29.7678,Sandy clay,4,0,0,2,0,1,1,1,4,12,4,0,0,6,25,75,245,52,985.2652826796864,112.88020094416132,91.03101629240625,26,25,2118.6935067679033,11.87289758279741,5.284246401289899,57.8245481124962,34.45670353991759,1601.4814521271564,41.817422955694084,73.45160041997006,59.38828051441241,71.03158281340468,67.725471254897,44525.86481016224
Kamonyi,Kayenzi,-2.0567,29.7789,Loam,1,1,3,3,2,2,10,0,1,8,4,1,0,20,977,114,311,75,997.7945376258623,128.32270861801484,92.41191930206739,43,20,2100.3912792402443,14.486667186147635,5.844802928775384,26.745414883230744,81.11115245196152,849.12109827255,53.636086033072175,56.51008413048072,60.917774849396025,59.906349138092715,25.75733031442638,75633.83970056611
Kamonyi,Kayumbu,-2.0678,29.7567,Clay,2,1,2,1,0,6,5,5,6,6,3,1,0,38,216,166,85,24,819.0202747118497,98.74530477918998,92.20963059865682,36,9,2115.213555220485,10.8266006691527,4.301270652970247,27.60446873955319,88.26245249538518,894.1752810564867,64.95601048903062,68.32320140769924,61.874934836500124,66.02698275210035,47.58531538584561,80254.31773926146
Kamonyi,Mugina,-2.0789,29.7678,Sandy loam,6,1,1,3,1,0,8,2,2,3,2,0,0,4,976,118,19,56,690.6805791926087,47.835921671227595,114.6336515428513,21,7,2188.204075424033,20.904228573889164,7.384244936139183,64.54331425691578,62.57734921394123,1226.5279981379895,62.120099258413816,56.472100835353025,52.15291698079578,93.691571582438,64.39476898520276,61551.389716845704
Kamonyi,Musambira,-2.0234,29.7789,Clay loam,1,1,0,3,1,5,6,0,4,8,1,0,2,36,815,86,217,48,659.5694932994957,111.48332842780978,75.27444810791425,35,17,2033.1175003523,3.261524272805705,3.469587363698386,47.76277771819539,76.5328731957093,931.3741056533169,34.819157013891214,22.5566680649355,68.96413143046706,64.19689682700444,53.656782884589106,-41939.10501383974
Kamonyi,Ngamba,-2.0456,29.7567,Sandy clay,4,4,2,0,0,3,3,2,3,13,2,0,2,31,860,152,65,40,823.9460317075744,58.5691320840979,90.13687336446141,30,13,1925.8320693154624,4.317491387434373,6.756055596140037,31.197362031061044,81.43614728008622,605.2680144958881,57.62051299389356,69.75189977127773,46.57759596937083,78.05288908378556,41.681367673453124,55318.49237906302
Kamonyi,Nyamiyaga,-2.0567,29.7678,Loam,2,3,2,2,0,3,10,8,5,8,1,0,1,48,845,173,308,55,722.3606027138738,7.948686278194572,125.73941540360997,27,13,2037.6110323776918,8.756367418228965,4.314067869574901,36.15204043461492,75.20273546165782,1342.8923318409657,38.03534053633382,57.83678354638895,77.77202811659667,59.849412701810266,12.314367761641705,40229.11285011473
Kamonyi,Nyarubaka,-2.0678,29.7789,Clay,2,3,0,1,0,1,6,6,5,10,4,0,1,22,564,28,182,9,465.0701132433962,97.80605049477302,138.23581300927995,28,13,2053.3397550149525,15.878660065770443,8.981515088365525,3.2543573920748408,49.66978569557434,1015.3995439412428,42.09737411775509,58.88024696773293,82.58738873951506,74.74925168024292,38.53252819881485,87461.19478163663
Kamonyi,Rukoma,-2.0789,29.7567,Sandy loam,2,0,0,0,0,0,4,3,0,6,3,0,0,43,163,23,115,2,1076.6579227545126,75.3808825926568,99.74746509861632,17,19,2016.5758507116047,16.845832144546275,3.6657645297433517,46.32759593433043,43.54132347275262,696.5536226379592,71.7571521251684,34.615226157981766,53.0730939462163,63.55458361614045,-1.9239775190829533,42028.01446633323
Kamonyi,Runda,-2.0234,29.7678,Clay loam,0,1,1,4,3,3,4,1,5,1,1,1,0,33,685,35,60,35,974.276450379303,23.259816731680402,140.41647747596932,11,13,2051.0726274392523,12.73326462940235,3.57050075359167,8.678182052419874,49.592080693079936,632.12258264962,64.34398140118,45.41010276047083,52.165020832713395,61.92621727897481,36.69574742686872,43768.46481391482
Kamonyi,Rugarika,-2.0456,29.7789,Sandy clay,1,4,0,0,0,3,10,8,1,4,2,0,2,17,717,57,134,27,1390.5554896225092,111.9612224934155,101.08482376957245,37,24,1998.5723979850254,13.634518899237891,4.130314228753555,56.554444511266254,38.619089303330135,1208.058012294596,68.2088672104149,48.62284782549137,37.304784280488974,24.630618805778553,29.88225208472369,118458.52826763588
Karongi,Bwishyura,-2.0789,29.3453,Sandy clay,4,0,2,3,0,1,6,6,1,12,4,0,0,41,125,99,102,88,1034.1580690243961,29.463555952450506,155.06488590056915,29,7,1967.8541942019965,22.75893547052965,4.735594215893972,48.95070259660103,71.49538374670567,774.0363806277552,42.385150553246014,45.670776923198616,56.395717254537345,75.13281778995722,46.25966740735154,84193.59851624127
Karongi,Gishyita,-2.1234,29.3789,Clay loam,2,0,0,0,0,2,7,5,1,12,0,0,2,33,478,177,118,63,628.5657009203721,131.73661395702902,98.570992856061,15,7,2047.2345568395413,9.13840380341609,3.9529868881956336,16.82378809314526,45.10593833041981,1215.4731419872805,38.42736023106524,57.42017389660087,76.10313781218917,57.280319894038506,43.25028344149795,-70284.13840582038
Karongi,Murambi,-2.0567,29.3231,Sandy loam,0,4,0,0,4,0,2,9,3,3,1,0,0,29,44,173,239,26,629.2093264759203,139.05708027207348,116.55538089428897,15,6,2035.4246953176464,13.059685364920048,2.619736336498987,51.741681075748744,51.928792273058555,851.9451230740949,73.81874915989447,74.59462746091886,49.713052396676325,70.11363333443519,50.28406607024692,170909.20491774302
Karongi,Rubengera,-2.0892,29.3564,Clay,0,1,2,3,0,0,6,6,3,7,3,1,0,11,256,83,2,21,558.3604844776902,81.95434105694017,127.75566731666116,32,19,2115.3216598498366,22.70790820944506,7.186749101683612,12.140997851917238,55.764117350613866,782.7066398935052,38.02156584261399,76.939267939796,60.100225945223826,61.76391706359851,35.08865393149793,46567.74565120035
Karongi,Gashari,-2.0678,29.3456,Sandy clay,1,3,0,1,0,3,0,5,6,7,3,0,2,27,642,131,291,35,868.3489171634528,94.47545456520538,107.52688934376454,45,11,2029.7974811800077,9.249068211765902,5.403871011660329,-4.714764334863638,53.90688518548822,1027.7097728130238,60.97757436776879,74.78608653218708,44.41069719268613,70.86163819478782,32.287938707824175,-96309.822303847
Karongi,Gitesi,-2.0789,29.3567,Loam,3,3,1,0,1,0,7,3,0,6,1,0,1,16,838,4,250,39,1233.1436971935314,93.68763280863136,68.44726720926454,29,28,2142.7503057807835,17.403085642752977,5.297634555334153,7.989214758587504,80.01653619350303,1546.1531743856922,25.393616255351645,58.861747018109284,54.89123153910575,71.8654368125053,38.85389283995798,178723.18956179696
Karongi,Mubuga,-2.0567,29.3678,Clay loam,3,4,3,0,3,0,0,4,6,14,1,1,1,35,515,55,48,66,718.4761857215252,91.2476557300534,133.8384692133977,28,14,2024.0483584172619,10.727111065764442,5.485506266683389,9.63639684042753,87.40561595749328,841.7139495675491,42.066903423601474,41.17763882334046,30.609298226980627,67.10560141247272,-3.5657131906407713,-50333.04413160398
Karongi,Murundi,-2.0789,29.3789,Sandy loam,3,2,3,0,0,1,3,3,4,3,2,0,1,10,709,152,276,16,752.2349084886505,45.23286409065748,88.51650026021048,43,29,2115.438291946894,22.80849576508436,8.457669250486255,11.989216414158836,56.97188378047642,1145.6106655945412,37.92745635570769,35.818188002443556,56.44314346991753,47.51962585339892,41.60539851139651,51815.09030836546
Karongi,Mutuntu,-2.0567,29.3567,Clay,1,1,2,1,1,3,2,7,3,8,1,0,2,36,636,17,175,71,799.0772008314455,76.6284428552393,129.21915046389023,30,17,2000.042366112138,17.95471442889259,3.7291705540888596,20.31685448220915,101.24026744163058,1076.5358884719271,69.49074172975155,43.882105978105045,57.599406614753775,76.7979824804838,23.288031679825643,58547.483251368976
Karongi,Rwankuba,-2.0789,29.3678,Sandy clay,2,0,2,0,2,1,2,3,2,13,4,0,2,7,990,115,233,22,444.639273785444,52.72538298958438,79.81875946693556,22,24,1982.7474297897732,14.784227555406508,5.441397528243635,45.99645059672835,76.23207623008558,687.4675036732144,20.515402341371416,67.32972239860392,62.023897688618916,37.27459990200674,48.114036462430406,-837.252789259961
Karongi,Rugabano,-2.0567,29.3789,Loam,3,3,1,3,1,1,9,4,0,3,4,1,2,7,993,124,13,92,991.9794690150723,42.18998371524459,115.77521228464491,17,28,1999.4143049793622,7.948630606182193,3.691064487720646,56.66143118655516,54.18915805583116,1229.6897720132247,30.853471211206546,67.54593107992382,40.13623947510928,80.8578554104862,1.622096296178519,105186.3998210206
Karongi,Ruganda,-2.0789,29.3567,Clay loam,0,1,1,2,0,4,7,3,5,2,1,0,1,40,559,49,249,41,780.1557997530851,116.03142058559771,101.77710054205681,42,20,2151.330116461173,9.492404887581364,4.61762469773591,59.83535106292052,27.821501326564608,1252.5737307890995,49.62620870965621,62.837452785831466,70.28869052255602,69.77415375014985,17.42366666076085,39181.58587225129
Karongi,Twumba,-2.0567,29.3678,Sandy loam,5,3,4,0,4,0,3,4,4,3,0,0,1,37,406,24,44,70,810.2993099177946,18.900608381007977,100.65065501647015,32,15,2051.0076161605825,18.359651964098504,6.875122089154322,40.43186955398407,71.43089560161657,1220.426416682317,57.675245826196914,120.11215734558685,45.75591333577978,86.55547014989051,41.17692952919288,67426.09432443265
Rubavu,Gisenyi,-1.7023,29.2564,Sandy loam,0,5,3,1,0,1,3,3,2,9,4,0,2,38,116,140,8,24,1106.963645809541,46.896654811014564,117.43114871025637,46,14,1652.2712797804702,11.779691783780432,6.115525966920849,19.25252395538647,66.06121438582048,1353.959563197053,66.35790893760922,-0.2724041225385321,69.70453316476038,71.70674398673091,13.110777213240553,106682.45363594707
Rubavu,Nyamyumba,-1.6789,29.2789,Clay,0,2,2,0,2,2,11,7,2,13,2,0,1,27,280,84,166,85,796.1109150104676,134.63193575219339,91.10553861357286,45,28,1625.2193459115367,20.670188150369224,5.592378632683774,25.354732088733545,44.09659339931294,1498.9947364809163,49.52194278318097,79.710846345167,68.1049628179511,66.58619185864092,31.829009562956387,12829.385649593736
Rubavu,Rugerero,-1.7231,29.2453,Sandy clay,0,2,3,4,3,0,11,3,2,2,4,0,0,6,265,160,11,35,1036.729414006907,98.29016869456292,121.46623497552142,17,8,1752.7941073209179,10.226379734442752,5.354974792513663,30.792395523136513,63.80696247390461,1111.8362804634264,59.71082273628905,18.90254749599262,57.81716438968431,71.09587940993656,30.30065608227416,55256.525000760266
Rubavu,Bugeshi,-1.6934,29.2567,Clay loam,0,0,1,3,2,4,8,9,1,13,3,0,0,12,411,152,230,43,883.8445052918692,54.77859670007986,71.76737494099002,12,7,1621.4592411124145,11.892252808162958,-0.013566020813942536,15.900012322064871,47.16306352756701,1116.418247869577,50.6092964781815,70.43743624793238,36.033925986357815,80.06007098424094,19.289740818059773,-32173.0338845355
Rubavu,Busasamana,-1.7123,29.2678,Loam,5,3,3,2,0,1,0,4,1,10,4,0,1,23,854,62,57,46,562.918678585911,65.45371344955117,136.38942902935813,32,16,1751.968982488058,18.894576261955223,5.735469823054403,31.03703298226729,69.26170057564984,662.8802647590973,43.435169069374844,80.41791903895886,63.900491967433084,32.79607657601715,47.82520233973644,17204.26762896547
Rubavu,Cyanzarwe,-1.6845,29.2789,Sandy clay,2,2,1,4,3,0,6,5,1,6,3,0,1,15,237,51,266,41,605.0633743941727,87.23084002118962,95.24042845909347,36,26,1673.6952977329154,10.966410434762505,6.221317893920327,33.09293996646951,59.84550074213431,930.6117742987782,48.40986168360991,67.6199551616449,77.67118125832951,90.49272399089922,52.278332425762315,74121.37523086915
Rubavu,Kanama,-1.7234,29.2567,Clay,4,2,0,1,0,7,5,0,5,4,0,0,2,4,756,112,210,23,390.5859230925741,88.30735788959811,89.80040441834686,40,27,1735.948130401783,23.313839348942434,3.4797410220963982,18.14494040653936,77.14076094142314,1478.755753564368,37.018589426860395,57.59233869718612,47.12016375606329,20.38816486118604,13.43985850776162,31678.18062402515
Rubavu,Kanzenze,-1.6956,29.2678,Sandy loam,4,0,3,0,2,1,1,1,3,14,2,0,1,46,666,65,219,95,550.977659806555,116.84715866924768,122.3458540794331,23,27,1773.2263709160836,14.937087223358745,8.899652280003348,37.51351940469376,48.4932000764938,1139.4912139385033,28.767507976839028,36.1702776535823,38.97029162608142,78.02551541919253,65.23676614744554,101034.62236153247
Rubavu,Mudende,-1.7123,29.2789,Clay loam,0,3,1,0,3,3,0,9,5,9,0,1,0,25,335,192,271,98,825.8659723323881,52.23406769891841,125.97102170773188,32,25,1750.7892888353674,7.7326172629657295,6.033259931902323,24.207868209889916,47.63457930560904,813.0306897358715,68.09373791879355,52.84822426335926,84.89846514927802,37.943135006754105,6.8308908170428495,33998.3716033069
Rubavu,Nyakiriba,-1.6845,29.2567,Loam,0,0,3,0,0,1,1,8,4,1,3,0,1,42,789,82,31,7,954.9469124554498,125.76706976091128,100.97595165751304,12,28,1723.8249585708088,13.390830640447742,4.775524217925741,62.4383184778559,96.48999274164686,852.2324183476504,64.64793905419856,80.1039753788481,42.51230261492048,78.6119985195199,44.623256715212534,66398.33570825247
Rubavu,Nyundo,-1.7234,29.2678,Sandy clay,6,1,0,3,0,3,2,0,3,5,4,0,0,15,687,17,145,46,768.8981372018646,53.99904626356889,125.1741293434484,23,15,1705.0828015044285,19.779940297404533,8.809561263414057,37.202102265785086,35.96909998655086,1182.2914861344077,44.4067567923639,47.558364844292896,50.986742986246796,52.548486605992366,37.25785980730882,91564.59661177173
Rubavu,Rubavu,-1.6956,29.2789,Clay,1,1,2,0,1,7,8,3,6,4,4,1,0,27,896,130,203,91,725.2123543493325,101.94731799012764,96.10891235986847,31,8,1649.512605311874,20.032158035972607,7.291836715992366,30.13808593785123,48.2055409763414,1181.6877713415934,69.98385357315567,46.69865814234823,42.63732196880159,42.14395354627042,52.22321658544466,116691.5678514905
Rusizi,Bugarama,-2.6789,29.0453,Clay loam,3,1,0,4,0,3,5,5,3,7,4,0,0,11,549,108,103,37,670.1448071193305,-13.809222942396858,95.27714965974627,28,29,2676.3417271551784,19.697461058435426,7.026936970702966,25.726486232229202,73.73530481797941,1149.9268352059207,57.82048998526099,16.87419944905362,43.88035469847761,66.50854962488722,59.840955957373616,23699.472541590432
Rusizi,Gihundwe,-2.6234,29.0789,Sandy clay,2,3,3,2,2,3,2,3,3,11,3,0,2,43,628,54,109,27,972.0256891918276,33.64001720929442,98.3108112738199,16,26,2600.951448429768,14.177379429809122,-0.34701116509989927,26.147154488748455,81.70971362702514,1443.5209264298494,40.454604698905236,46.01196713425868,53.79389100745055,83.31893455328607,48.22361306968343,-6656.461214754207
Rusizi,Kamembe,-2.6453,29.0231,Loam,1,2,1,0,1,2,6,0,2,2,3,0,1,38,54,94,72,0,866.1145591450552,112.18330440798101,94.88120510802032,43,24,2616.329076768393,11.585818994255478,3.8066757489699827,17.249044688653928,82.7974777899571,961.6997467028922,35.12534998363474,40.020239261933455,40.68326839894021,45.30849139646995,31.976436042046195,47409.23257020784
Rusizi,Butare,-2.6567,29.0567,Clay,0,1,0,0,2,2,4,9,0,9,2,1,2,16,143,84,72,92,821.5498281047264,70.08716199626083,95.5859815070886,25,22,2643.8533423089634,20.832843654874925,6.4916328337036555,36.478077555286845,80.1523616024646,913.5658304857623,30.439256956844854,29.089427540580928,64.69078071591503,69.3422911805345,35.941252218083704,98280.95472471343
Rusizi,Bweyeye,-2.6789,29.0678,Sandy loam,1,3,4,5,2,1,0,4,0,12,2,0,1,10,830,36,116,57,51.35545646077503,93.88680387865769,139.1523161741317,40,18,2722.6049171958816,17.276202121283376,4.416603228987613,31.785839726994485,70.38708692112249,1192.827382180835,76.86389759489852,60.38899929877599,61.8573001767353,89.3910808304271,51.08665944146124,136087.01455001257
Rusizi,Gikundamvura,-2.6234,29.0789,Clay loam,5,1,0,0,1,2,11,1,5,3,3,0,2,39,105,17,40,97,915.7803864940578,74.08810954566154,100.03958862645605,16,6,2576.062916364257,17.196604883181585,6.082463679854429,37.615211224845226,55.25480956353128,1334.2808220991697,66.22495840659705,37.637714091964845,61.10017628232892,58.84707339663624,44.27863057421021,138961.40972892527
Rusizi,Gashonga,-2.6453,29.0567,Sandy clay,4,2,0,1,0,3,6,9,4,1,3,0,0,45,617,179,3,84,1018.8836445872079,62.90264620516892,138.17206530761547,32,19,2621.4319930974584,16.659027306373954,6.485842764668497,33.61109768854462,70.71723445613284,1075.0326088675547,55.541637645344146,43.64763065974926,83.03732815209331,47.104715558345674,14.885577437630758,32577.897491448603
